datetime,PM2.5,PM10,NO2,SO2,O3
2022-01-01,65.31140865322902,84.85418033927498,50.95486677808665,14.757850259674253,29.797295571012683
2022-01-02,59.305789220743065,95.10529907075939,45.010816799340546,15.235905570948272,23.908552141475646
2022-01-03,67.509278725472,92.80209759341825,51.822739785910414,9.005397946403678,30.623074036766617
2022-01-04,76.60634710012665,94.94446900223411,41.09969893819399,17.748983024107446,27.391817564557314
2022-01-05,59.377762227515575,82.74605768384126,54.5427043944873,16.03946542769398,29.622687842401916
2022-01-06,59.72066437945689,95.56544488432813,51.49844198849122,17.994030329578955,37.23967435902303
2022-01-07,78.19628905306097,103.51802175867344,50.10962460015865,6.311233865418933,44.319842420652044
2022-01-08,70.41992273379438,118.6580880123506,53.39393588129183,21.265124114342182,37.248868895847494
2022-01-09,58.3914325539361,112.11448725065179,56.417542166062354,14.581231115534479,28.272587624663455
2022-01-10,68.8514633194892,130.84824044581507,52.73229475628043,18.32454845021255,38.667616009320845
2022-01-11,59.13035726874026,87.85495139207707,37.98902684672829,11.880282218623407,43.71545734005423
2022-01-12,59.44479246166982,113.25322562770518,40.293421229910074,16.83832171518771,33.394725601593386
2022-01-13,66.85805297574365,103.7094087558022,43.03252186477819,11.839753310479033,36.747741692560545
2022-01-14,45.640652873541015,134.58383306791237,45.722384285761635,13.128693117912585,38.11769644468148
2022-01-15,47.85788757719341,90.37552571967272,47.58829510234561,20.74209406160036,33.77589149574513
2022-01-16,59.816287858272375,90.65215397311847,40.75499240212345,14.42795279770996,42.807420508791886
2022-01-17,55.64133745426794,94.98893290510834,44.67989975654451,15.652298619539168,38.600062645836964
2022-01-18,69.24089781907851,72.83619544266472,39.31325528198286,17.610203192066262,42.22539859594154
2022-01-19,57.34515247863518,97.50521155793004,39.36162994103694,16.487045663917815,34.73909374853248
2022-01-20,52.62742097852936,94.68270031885802,34.703176292428196,15.451256715430729,37.767555043472804
2022-01-21,81.73001013274298,108.98417195611457,36.429118402122015,16.094883007398675,45.02636643722704
2022-01-22,65.13672785294811,112.49279889813232,33.59057193894335,22.210246755714827,38.72554657916061
2022-01-23,68.38855017175138,136.12605759670458,34.77163876808833,14.827143608899243,51.564748225366856
2022-01-24,53.7822779219849,122.8349782097256,44.22292435036266,15.603297140144903,39.01486108185423
2022-01-25,62.900044806994515,100.4975562430384,33.51652377917098,18.151963188022837,42.93921826998014
2022-01-26,69.7647377481073,96.22404876994268,50.74269136819028,18.31657779887395,47.33331620004421
2022-01-27,57.45465106058519,117.60421243197128,39.37641956065497,18.56109091668114,33.34206568954346
2022-01-28,73.02798560151373,90.92244120856641,37.17811468431525,16.916190666087555,31.369409872534625
2022-01-29,63.56828990312771,138.67308389172595,31.324499631203157,11.570985261808548,32.82961652963432
2022-01-30,66.95857350526678,129.34223690543027,38.501549397044954,19.900294596903287,49.575504620563095
2022-01-31,64.15635275474811,105.03605503990259,31.52988183410367,11.560963820943936,38.67240554170021
2022-02-01,88.99109399240038,86.772833221116,34.45343431997022,15.907906395717099,57.2834584584288
2022-02-02,70.62513118338666,133.14672205354623,46.10911662775539,12.737172449941927,38.46677449519732
2022-02-03,60.47159697379338,111.46149868538042,32.32630249799024,14.807584960221023,42.84507902798789
2022-02-04,79.55948424685424,132.05956019924963,38.0859222002386,15.986287230910442,50.843769630876075
2022-02-05,59.40756896936579,89.85999802546334,28.39394793062109,15.964071646350819,53.44923552449658
2022-02-06,73.98316968926282,105.04091705415138,31.34457658595093,16.265762262705856,53.57198657778481
2022-02-07,52.57283616350477,114.33604865267267,40.02452724958828,19.841133807175943,48.21274287527007
2022-02-08,59.15907447983304,115.15839892481627,27.729710134635155,16.36060290454194,46.83645344512919
2022-02-09,74.67725837649478,107.86921175311655,39.66531658212556,14.267530094128054,43.94746654062036
2022-02-10,80.35725702065373,124.09945070375174,33.92614271789419,17.892261504865072,44.73421327234492
2022-02-11,74.94637517674526,98.84874094346792,27.406190113190604,18.568411466773924,36.40108963452817
2022-02-12,72.3323895527765,112.8034089811762,33.2593580078619,11.317176554589022,34.41655823694981
2022-02-13,70.73001838858045,116.78920515115587,34.887131745535406,16.792200209549573,38.89749116126303
2022-02-14,59.20394663735867,122.71658251088124,33.10904981108598,17.103518226932696,37.464173639089
2022-02-15,67.0346903616884,125.65899384681074,22.173235897949475,14.107309489920024,35.31019898034265
2022-02-16,69.86649305632037,98.06946987892756,26.461633433459955,19.127120439934856,41.73016937733834
2022-02-17,85.27956272146886,91.85133482317251,28.98093081490442,14.54983323890242,42.78525427893275
2022-02-18,78.37562464961572,133.9218540470169,30.01521589511658,15.376729360414627,37.06610973793141
2022-02-19,57.53571461594392,119.60490400499909,33.7064342798943,14.48078452714839,44.86518048633157
2022-02-20,78.6291362316267,103.22639196999684,31.753050428240257,15.046737142744403,28.59775131207353
2022-02-21,71.75509421725235,137.52467278973776,24.493802277860226,11.711174739314394,33.71888296123129
2022-02-22,69.04969313207596,115.76666191285086,33.42050829346555,10.679847352217116,29.999481470926774
2022-02-23,82.1439846519022,131.46587066833624,34.96275878266964,19.783515189674915,22.508984230061014
2022-02-24,86.54077640510673,114.50509274079936,35.13850780846542,12.459115955045016,32.609744426174046
